id;ip;Q1;Q2A;Q2B;Q2C;Q2D;Q2E;Q2F;Q3A;Q3B;Q4A;Q4B;Q4C;Q5A;Q5B;Q5C;Q5D;Q5E;Q5F;Q5G;Q5H;Q6A;Q6B;Q7A;Q7B;Q7C;Q7D;Q7E;Q7F;Q7G;Q7H;Q7I;Q8A;Q8B;Q8C;Q8D;Q8E;Q8F;Q8G;Q8H;Q9;Q10;Q11A;Q11B;Q12A;Q12B;Q13A;Q13B;Q14
401;87.101.92.88;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A1;;Q46;Q43;Q42;3;4;5;5;1;3;4;4;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Citoyen canadien;;
436;204.48.92.42;Oui;Oui;Oui;Oui;Non;Non;;Q3A1;;Q48;Q47;Q46;5;3;5;5;5;5;5;5;Q64;Q62;Non;Oui;Oui;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Citoyen canadien;;
507;10.200.43.120;Oui;Non;Oui;Oui;Non;Non;;Q3A1;;Q42;Q41;Q46;4;4;5;3;3;4;4;5;Q61;Q62;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Citoyen canadien;;
599;176.113.74.236;Oui;Non;Non;Oui;Non;Non;;Q3A1;;Q43;Q45;Q47;4;4;5;5;5;5;4;5;Q61;Q64;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Géologique;;Un homme;;Citoyen canadien;;You do an amazing job at supporting my entrepreneurial aspirations so thank you. I have only been here two months and have been to a couple of your events and had a great meeting with Alvar the business mentor. If you can have more specific networking events for finding specific co-founders, or a survery of what kind of co-founders people are looking for and do some kind of match making that is exactly what I need. I am not expecting you to do this as it is a very large task but food for thought, especially if a lot of people are looking for the same thing.
654;10.200.50.178;Oui;Oui;Non;Non;Non;Non;;Q3A1;;Q46;Q42;;5;4;5;4;;4;;3;Q62;;Non;Non;Oui;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Citoyen canadien;;
30;24.48.57.45;Oui;Oui;Non;Oui;Non;Non;;Q3A3;;Q42;Q47;Q43;5;5;5;5;5;5;5;5;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Résident permanent;;
60;132.207.66.20;Oui;Non;Non;Oui;Non;Non;;Q3A3;;Q46;Q45;;1;1;1;1;1;1;1;3;Q62;Q63;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
74;132.207.66.78;Peut-être;Oui;Non;Oui;Non;Non;;Q3A3;;Q47;Q43;Q41;3;5;3;2;1;3;4;3;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Biomédical;;Une femme;;Étudiant étranger;;/
77;10.10.7.38;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q48;Q46;Q43;3;3;5;4;3;4;4;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Civil;;Une femme;;Résident permanent;;
236;104.158.71.208;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q48;Q42;Q41;5;5;5;5;5;5;5;5;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Électrique;;Une femme;;Résident permanent;;
240;132.207.64.130;Oui;Non;Oui;Non;Non;Non;;Q3A3;;Q45;Q43;Q41;4;5;5;4;4;5;5;5;Q64;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;
254;10.200.55.251;Oui;Non;Oui;Oui;Non;Non;;Q3A3;;Q42;Q44;Q47;5;3;2;5;2;;2;2;Q61;Q62;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Physique;;Un homme;;Citoyen canadien;;
319;132.207.70.129;Oui;Non;Oui;Oui;Non;Non;;Q3A3;;Q46;Q43;Q48;3;3;5;3;3;4;4;5;Q62;Q61;Oui;Oui;Non;Oui;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
349;10.200.33.15;Oui;Non;Non;Non;Oui;Non;;Q3A3;;Q41;Q42;Q46;4;2;5;3;4;4;4;3;Q63;Q64;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Doctorat;;Biomédical;;Un homme;;Étudiant étranger;;
430;132.207.153.186;Oui;Non;Oui;Oui;Non;Non;;Q3A3;;Q41;Q48;;4;5;4;5;4;5;5;5;Q64;Q62;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Doctorat;;Informatique;;Une femme;;Citoyen canadien;;
437;10.200.8.105;Peut-être;Oui;Oui;Non;Non;Non;;Q3A3;;Q41;Q48;Q47;5;4;5;4;5;5;3;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;
854;91.167.24.76;Oui;Non;Oui;Non;Non;Non;;Q3A3;;Q43;Q41;Q42;3;5;5;3;4;4;5;;Q61;Q64;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Oui;Non;Non;Orientation dans les programmes;Doctorat;;Électrique;;Un homme;;Citoyen canadien;;
880;76.66.181.25;Peut-être;Non;Non;Non;Oui;Non;;Q3A3;;Q46;Q48;;2;3;4;2;2;3;3;5;Q61;Q63;Non;Non;Non;Oui;Non;Oui;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Industriel;;Une femme;;Étudiant étranger;;Pas encore.
890;132.207.64.149;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q41;Q45;Q42;3;5;5;4;5;4;4;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;N?A
1086;96.20.94.68;Oui;Non;Non;Oui;Non;Non;;Q3A3;;Q48;Q46;Q42;3;2;5;3;2;2;2;5;Q64;Q62;Non;Non;Non;Oui;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Industriel;;Un homme;;Citoyen canadien;;
1149;174.138.209.139;Oui;Non;Oui;Non;Oui;Non;;Q3A3;;Q41;Q43;Q42;2;3;4;2;;4;4;3;Q62;Q63;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Oui;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;No
1300;132.207.116.201;Peut-être;Non;Non;Oui;Non;Non;;Q3A3;;Q45;Q46;Q43;3;4;5;5;5;4;4;5;Q63;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Oui;Oui;Oui;Non;Non;Non;;Doctorat;;Industriel;;Un homme;;Étudiant étranger;;
84;132.207.40.121;Oui;Oui;Non;Oui;Non;Non;;Q3A2;;Q42;Q48;Q45;4;5;5;4;3;4;5;5;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
208;132.207.95.189;Oui;Oui;Oui;Oui;Non;Non;;Q3A2;;Q43;Q42;Q41;4;5;5;5;5;4;4;5;Q63;Q62;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Oui;Oui;Non;Non;Non;;Doctorat;;Civil;;Un homme;;Étudiant étranger;;Non
362;132.207.64.142;Oui;Non;Oui;Non;Non;Non;;Q3A2;;Q41;Q42;Q45;5;5;4;4;4;4;4;5;Q62;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Électrique;;Un homme;;Étudiant étranger;;
386;96.20.195.191;Peut-être;Oui;Non;Non;Non;Non;;Q3A2;;Q46;Q47;Q48;3;3;5;4;4;5;5;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Oui;Oui;Non;;Doctorat;;Mécanique;;Ne souhaite pas répondre;;Citoyen canadien;;
387;10.200.42.231;Oui;Non;Oui;Non;Non;Non;;Q3A2;;Q42;Q48;Q41;5;5;5;5;5;4;4;5;Q63;Q61;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Doctorat;;Physique;;Un homme;;Étudiant étranger;;
502;132.246.224.37;Oui;Non;Non;Oui;Non;Non;;Q3A2;;Q48;Q42;Q41;2;4;4;4;2;4;4;4;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Citoyen canadien;;Les cours d'entrepreneuriat donnés par des théoritiens sont une perte de temps.
651;10.200.39.37;Oui;Oui;Non;Non;Non;Non;;Q3A2;;Q45;Q47;Q48;4;5;5;4;3;5;5;5;Q61;Q64;Non;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Civil;;Un homme;;Étudiant étranger;;
861;132.207.153.82;Oui;Oui;Non;Non;Non;Non;;Q3A2;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Ne souhaite pas répondre;;
894;132.207.211.41;Oui;Non;Oui;Oui;Non;Non;;Q3A2;;Q48;Q42;Q43;5;5;5;4;3;5;5;5;Q62;Q61;Oui;Non;Non;Oui;Non;Oui;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Étudiant étranger;;
977;173.177.127.43;Oui;Non;Oui;Oui;Non;Non;;Q3A2;;Q41;Q43;Q47;4;2;5;5;5;5;5;5;Q63;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Oui;Oui;Non;;Doctorat;;Autre;Computer Engineering;Un homme;;Étudiant étranger;;
1020;173.179.121.21;Oui;Non;Non;Oui;Non;Non;;Q3A2;;Q46;Q48;;3;2;5;4;5;5;5;5;Q63;Q64;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Citoyen canadien;;non
1123;206.167.243.2;Oui;Non;Non;Oui;Non;Non;;Q3A2;;Q46;Q47;Q48;4;5;5;3;4;5;5;5;Q64;Q61;Oui;Oui;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Citoyen canadien;;
1337;24.37.135.248;Oui;Oui;Oui;Non;Non;Non;;Q3A2;;Q42;Q41;Q48;5;5;5;5;2;5;5;4;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;If there are some workshops that we can share our ideas and if there is any financial support for developing our ideas, it would be a great idea.
29;10.200.15.196;Non;Non;Oui;Oui;Non;Non;;;;;;;;;;;;;;;;;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Doctorat;;Énergétique et nucléaire;;Ne souhaite pas répondre;;Ne souhaite pas répondre;;
37;206.167.243.2;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
51;10.200.41.147;Peut-être;Oui;Non;Non;Non;Non;;;;Q41;Q47;Q46;;;;;;;;;Q64;Q62;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Étudiant étranger;;
66;132.207.41.71;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Doctorat;;Mécanique;;Un homme;;Étudiant étranger;;
88;132.211.90.125;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Oui;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;
105;10.200.46.72;Peut-être;Non;Oui;Oui;Non;Non;;;;Q42;Q43;Q41;2;3;4;4;4;4;3;3;Q61;Q64;Non;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Industriel;;Un homme;;Citoyen canadien;;
159;10.200.32.159;Non;Oui;Oui;Oui;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Autre;Matériaux;Un homme;;Étudiant étranger;;I know this is a French-teaching university, nevertheless if all the activities could have some English support, I'll strongly appreciate it.
166;10.200.59.142;Peut-être;Non;Non;Oui;Non;Non;;;;Q45;Q48;Q46;4;4;3;2;2;4;5;5;Q61;Q64;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Une femme;;Étudiant étranger;;
361;10.200.41.232;Non;Non;Non;Oui;Non;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Électrique;;Une femme;;Résident permanent;;non, c'est tout :-)
393;132.204.222.50;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
443;142.217.100.76;Peut-être;Non;Non;Oui;Non;Non;;;;Q42;Q46;;2;4;5;;1;4;4;3;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Oui;Non;;Doctorat;;Minéral;;Un homme;;Étudiant étranger;;
823;147.162.183.190;Peut-être;Non;Non;Non;Non;Oui;;;;Q42;Q48;Q47;4;4;4;4;5;5;5;4;Q62;Q61;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Géologique;;Un homme;;Citoyen canadien;;"Avoir accès à une sorte de ""liste"" de relation avec des entreprises prometteuses en entreprenariat pourrait être intéressante. Par exemple, mon but est de travailler dans le domaine de la géothermie. Avoir quelques contacts dans le domaine (ou relations avec Polytechnique) pourrait aider à commencer à avoir un réseau. Même chose pour d'autres domaines."
896;10.200.61.129;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Oui;Oui;Non;Oui;Non;Non;;Doctorat;;Chimique;;Une femme;;Étudiant étranger;;
912;132.207.153.94;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Oui;Non;Non;;Doctorat;;Informatique;;Un homme;;Citoyen canadien;;
922;132.207.67.123;Peut-être;Oui;Non;Non;Non;Non;dans ma recherche;;;Q42;Q47;Q48;;5;;;;;5;5;Q61;Q63;Non;Non;Non;Non;Non;Non;Non;Non;Ateliers pour l'entrepreunariat;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;Un support particulier pour l'entrepreneuriat pour les pays sous-développés
1002;132.207.153.54;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Informatique;;Une femme;;Étudiant étranger;;
1117;10.200.58.116;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Oui;Oui;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Chimique;;Une femme;;Étudiant étranger;;
1151;174.138.209.139;Non;Non;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Doctorat;;Biomédical;;Une femme;;Étudiant étranger;;no
1277;10.200.50.132;Non;Non;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Doctorat;;Informatique;;Une femme;;Résident permanent;;Nop
1312;132.207.72.36;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Doctorat;;Informatique;;Un homme;;Étudiant étranger;;
1351;10.200.44.191;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Doctorat;;Chimique;;Un homme;;Étudiant étranger;;
27;70.80.22.97;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q47;Q46;Q45;3;3;4;3;3;4;5;5;Q64;Q61;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Citoyen canadien;;
40;24.203.216.13;Peut-être;Oui;Non;Oui;Non;Non;;Q3A4;;Q45;Q42;Q48;2;2;3;4;4;3;2;4;Q62;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;
46;132.207.213.93;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q47;Q48;Q41;;3;5;5;;5;5;5;Q64;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Maîtrise professionnelle;;Chimique;;Un homme;;Résident permanent;;
47;132.204.219.67;Oui;Non;Non;Non;Non;Non;;Q3A4;;Q41;Q48;Q45;3;5;5;4;3;3;3;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Une femme;;Étudiant étranger;;
55;204.48.79.160;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q47;Q45;Q46;2;1;2;2;4;1;4;3;Q64;Q62;Oui;Oui;Oui;Non;Non;Oui;Non;Non;;Non;Non;Non;Oui;Oui;Oui;Non;;Maîtrise professionnelle;;Mécanique;;Un homme;;Citoyen canadien;;
56;74.56.74.200;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q45;Q48;4;2;4;3;4;4;3;4;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Oui;Oui;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Résident permanent;;
59;24.200.157.104;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q45;Q42;2;4;4;3;3;3;3;4;Q61;Q64;Non;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Étudiant étranger;;
64;10.200.55.184;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q44;Q45;Q42;;;;;;;;;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Étudiant étranger;;
67;142.127.21.0;Oui;Non;Oui;Non;Non;Non;Projet crédité;Q3A4;;Q42;Q48;Q47;5;5;5;5;5;5;5;5;Q64;Q61;Non;Oui;Non;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;Poly devrait offrir plus d'opportunité aux étudiants de participer à des projets entrepreneurial (Projet et stage) pour contribuer et apprendre ave l'expérience des autres entrepreneurs.
94;96.22.140.216;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q44;Q43;Q42;4;5;4;4;1;2;2;3;Q61;;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Étudiant étranger;;
98;65.38.91.254;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q41;Q47;Q48;3;4;5;5;5;4;4;3;Q63;Q62;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Mécanique;;Un homme;;Citoyen canadien;;
124;70.48.156.44;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q41;Q43;Q48;4;4;4;5;2;4;4;5;Q62;Q64;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Étudiant étranger;;
168;10.200.15.96;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q48;Q46;4;4;3;3;4;4;5;5;Q64;Q62;Non;Non;Oui;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Étudiant étranger;;
191;96.22.164.116;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q41;Q42;Q43;5;5;;;;;5;;Q62;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Un homme;;Citoyen canadien;;manque de stages en GBM pour les maitrise et au quebec en general
206;216.208.69.215;Oui;Non;Non;Non;Non;Oui;;Q3A4;;Q48;Q42;Q41;3;4;5;5;;;5;;Q61;Q62;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
213;104.163.155.37;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q41;Q43;Q46;2;4;4;5;3;4;4;4;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Oui;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Étudiant étranger;;
222;132.207.134.28;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q45;Q41;Q47;5;4;4;4;5;5;5;4;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Citoyen canadien;;
242;10.200.26.98;Oui;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q44;Q41;1;4;5;5;5;2;2;1;Q64;Q63;Oui;Oui;Non;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Oui;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Citoyen canadien;;
256;74.59.177.136;Oui;Oui;Non;Oui;Non;Non;;Q3A4;;Q48;Q46;Q42;3;4;4;4;3;3;3;5;Q61;Q64;Non;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
269;184.160.159.51;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q45;4;5;5;3;1;2;;5;Q61;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Une femme;;Étudiant étranger;;
290;142.195.25.128;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q47;Q46;3;4;4;5;5;5;5;5;Q64;Q63;Non;Non;Non;Oui;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Citoyen canadien;;
302;132.204.222.2;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q46;Q47;4;4;4;5;4;4;4;4;Q64;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Une femme;;Étudiant étranger;;
313;10.200.60.29;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q41;Q43;Q47;4;5;3;5;5;5;5;4;Q61;Q64;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;;Non;Non;Non;Oui;Oui;Oui;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Citoyen canadien;;
314;207.236.175.229;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q42;Q48;Q41;5;5;4;5;4;4;5;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;
321;45.73.127.177;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q42;Q48;2;4;4;4;4;3;3;5;Q61;Q62;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Citoyen canadien;;
368;10.200.58.41;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q48;Q44;3;3;4;5;5;4;4;5;Q61;Q62;Non;Non;Oui;Non;Non;Oui;Non;Non;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
370;67.69.76.33;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q45;Q47;3;5;3;4;5;5;5;2;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Citoyen canadien;;
375;24.114.86.72;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q45;Q44;Q47;2;2;5;5;5;2;4;1;Q63;Q64;Non;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;Oui;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;
410;207.35.73.234;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q44;Q41;Q47;3;4;2;1;4;5;5;5;Q64;Q61;Non;Non;Non;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;
432;132.204.221.216;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q48;Q41;Q45;3;3;5;4;4;2;2;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Étudiant étranger;;
